Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,6,0.932,0.55,0.9324,2.141387701034546,0
2,7,0.872,0.55,0.9324,2.951749324798584,0
3,5,0.603,0.55,0.9324,2.6651062965393066,3
4,5,0.758,0.55,0.9324,3.031966209411621,0
5,7,0.905,0.55,0.9324,3.3706557750701904,5
6,6,0.896,0.55,0.9324,3.1594130992889404,2
7,5,0.901,0.55,0.9324,2.959475040435791,14
8,7,0.884,0.55,0.9324,2.5510597229003906,0
9,5,0.891,0.55,0.9324,2.5192782878875732,0
10,7,0.71,0.55,0.9324,2.4290549755096436,3
11,5,0.666,0.55,0.9324,3.3740897178649902,0
12,9,0.905,0.55,0.9324,2.351454019546509,3
13,7,0.843,0.55,0.9324,2.3413338661193848,3
14,9,0.877,0.55,0.9324,2.175161361694336,6
15,6,0.919,0.55,0.9324,2.08060359954834,0
16,6,0.914,0.55,0.9324,2.4051268100738525,0
17,6,0.894,0.55,0.9324,3.56501841545105,6
18,9,0.939,0.55,0.9394,2.2693653106689453,0
19,7,0.886,0.55,0.9394,2.3241047859191895,1
20,5,0.76,0.55,0.9394,2.910374402999878,1
21,5,0.93,0.55,0.9394,1.884899377822876,0
22,5,0.924,0.55,0.9394,2.9341917037963867,5
23,8,0.925,0.55,0.9394,2.721345901489258,0
24,5,0.738,0.55,0.9394,3.3987624645233154,0
25,5,0.722,0.55,0.9394,2.935269355773926,0
26,5,0.816,0.55,0.9394,2.3725857734680176,0
27,7,0.853,0.55,0.9394,2.7245328426361084,0
28,5,0.808,0.55,0.9394,2.0797626972198486,1
29,5,0.646,0.55,0.9394,2.3002302646636963,0
30,6,0.769,0.55,0.9394,2.1409404277801514,2
31,6,0.614,0.55,0.9394,3.585556745529175,0
32,6,0.757,0.55,0.9394,2.873250961303711,0
33,5,0.864,0.55,0.9394,2.9095590114593506,0
34,5,0.915,0.55,0.9394,2.8359897136688232,0
35,5,0.675,0.55,0.9394,2.9342119693756104,0
36,7,0.892,0.55,0.9394,2.6384966373443604,4
37,5,0.92,0.55,0.9394,2.788013458251953,3
38,6,0.893,0.55,0.9394,2.852781295776367,2
39,10,0.851,0.55,0.9394,2.3968424797058105,0
40,6,0.647,0.55,0.9394,2.913686513900757,4
41,6,0.92,0.55,0.9394,2.771991014480591,5
42,5,0.712,0.55,0.9394,2.6905105113983154,0
43,6,0.933,0.55,0.9394,3.0365116596221924,1
44,5,0.674,0.55,0.9394,3.3252952098846436,1
45,5,0.822,0.55,0.9394,2.544065475463867,1
46,5,0.767,0.55,0.9394,2.470360517501831,2
47,5,0.872,0.55,0.9394,2.6655890941619873,0
48,6,0.892,0.55,0.9394,2.038806438446045,3
49,5,0.891,0.55,0.9394,2.8854410648345947,2
50,7,0.896,0.55,0.9394,3.544942855834961,1
51,6,0.895,0.55,0.9394,2.914658308029175,0
52,5,0.69,0.55,0.9394,3.1783151626586914,1
53,5,0.71,0.55,0.9394,3.00836443901062,0
54,7,0.88,0.55,0.9394,3.126750946044922,2
55,5,0.81,0.55,0.9394,2.4947447776794434,0
56,5,0.92,0.55,0.9394,3.007143497467041,1
57,5,0.933,0.55,0.9394,2.665104866027832,3
58,7,0.887,0.55,0.9394,2.812044858932495,7
59,6,0.91,0.55,0.9394,2.8739535808563232,0
60,5,0.919,0.55,0.9394,2.1286585330963135,5
61,5,0.596,0.55,0.9394,2.4952657222747803,9
62,5,0.937,0.55,0.9394,1.9580862522125244,4
63,5,0.803,0.55,0.9394,2.763249635696411,1
64,5,0.652,0.55,0.9394,3.177579402923584,0
65,5,0.576,0.55,0.9394,2.9348185062408447,3
66,7,0.788,0.55,0.9394,3.0040085315704346,1
67,5,0.816,0.55,0.9394,2.031208038330078,0
68,5,0.639,0.55,0.9394,3.496028423309326,0
69,5,0.675,0.55,0.9394,3.0556273460388184,3
70,9,0.912,0.55,0.9394,2.622654438018799,0
71,7,0.924,0.55,0.9394,2.6203532218933105,2
72,5,0.716,0.55,0.9394,3.1777327060699463,1
73,6,0.934,0.55,0.9394,2.872576951980591,0
74,8,0.846,0.55,0.9394,3.269516706466675,7
75,5,0.902,0.55,0.9394,3.6652817726135254,4
76,5,0.508,0.55,0.9394,3.445263385772705,1
77,5,0.632,0.55,0.9394,2.713674545288086,1
78,8,0.935,0.55,0.9394,2.826561689376831,1
79,5,0.673,0.55,0.9394,2.5927395820617676,2
80,6,0.902,0.55,0.9394,2.32292103767395,1
81,5,0.578,0.55,0.9394,2.982585906982422,1
82,5,0.862,0.55,0.9394,2.9337809085845947,0
83,6,0.878,0.55,0.9394,3.400298833847046,7
84,5,0.929,0.55,0.9394,2.763188600540161,0
85,8,0.9,0.55,0.9394,2.841468572616577,5
86,5,0.726,0.55,0.9394,3.1277270317077637,0
87,5,0.601,0.55,0.9394,3.1750271320343018,2
