Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.902,0.8,0.9024,2.3466625213623047,0
2,5,0.757,0.8,0.9024,2.5641207695007324,5
3,5,0.784,0.8,0.9024,2.3943357467651367,6
4,5,0.804,0.8,0.9024,3.3697383403778076,1
5,5,0.654,0.8,0.9024,2.7124714851379395,0
6,6,0.928,0.8,0.9281,2.6265740394592285,2
7,5,0.897,0.8,0.9281,2.3951914310455322,0
8,6,0.871,0.8,0.9281,3.2354915142059326,1
9,5,0.919,0.8,0.9281,3.00374174118042,1
10,6,0.92,0.8,0.9281,2.8507635593414307,0
11,5,0.462,0.8,0.9281,2.9321367740631104,4
12,5,0.754,0.8,0.9281,2.957249879837036,0
13,5,0.725,0.8,0.9281,2.6384615898132324,0
14,5,0.923,0.8,0.9281,2.78438401222229,6
15,5,0.746,0.8,0.9281,2.540332317352295,0
16,5,0.91,0.8,0.9281,2.4676685333251953,0
17,5,0.821,0.8,0.9281,2.7377030849456787,0
18,5,0.823,0.8,0.9281,3.0058701038360596,0
19,5,0.854,0.8,0.9281,2.3220889568328857,0
20,5,0.724,0.8,0.9281,3.3446011543273926,5
21,5,0.711,0.8,0.9281,2.9066507816314697,1
22,5,0.792,0.8,0.9281,2.5895705223083496,6
23,5,0.48,0.8,0.9281,2.7331323623657227,0
24,5,0.595,0.8,0.9281,1.7368650436401367,0
25,5,0.874,0.8,0.9281,2.8094589710235596,2
26,5,0.848,0.8,0.9281,2.8577027320861816,2
27,5,0.841,0.8,0.9281,3.466165542602539,1
28,5,0.694,0.8,0.9281,3.100508213043213,3
29,5,0.716,0.8,0.9281,3.441938877105713,4
30,5,0.889,0.8,0.9281,3.587240219116211,1
31,5,0.763,0.8,0.9281,2.1754517555236816,0
32,5,0.916,0.8,0.9281,2.271850824356079,0
33,5,0.87,0.8,0.9281,2.7589428424835205,0
34,5,0.926,0.8,0.9281,3.637507200241089,0
35,5,0.802,0.8,0.9281,2.4901320934295654,0
36,7,0.934,0.8,0.9336,2.4607346057891846,2
37,5,0.49,0.8,0.9336,2.2970800399780273,0
38,5,0.691,0.8,0.9336,2.4439871311187744,4
39,5,0.509,0.8,0.9336,3.512948989868164,1
40,6,0.888,0.8,0.9336,2.4428160190582275,1
41,6,0.879,0.8,0.9336,2.5434160232543945,2
42,5,0.784,0.8,0.9336,2.5151662826538086,4
43,6,0.926,0.8,0.9336,3.3132164478302,0
44,7,0.913,0.8,0.9336,3.325316905975342,0
45,5,0.931,0.8,0.9336,2.4681005477905273,1
46,5,0.904,0.8,0.9336,2.8085296154022217,0
47,5,0.769,0.8,0.9336,2.8063888549804688,16
48,5,0.732,0.8,0.9336,1.956296682357788,3
49,5,0.916,0.8,0.9336,2.346652030944824,0
50,5,0.711,0.8,0.9336,1.8828837871551514,0
51,5,0.877,0.8,0.9336,2.9527788162231445,1
52,5,0.782,0.8,0.9336,3.631133556365967,4
53,5,0.608,0.8,0.9336,2.320361852645874,3
54,5,0.533,0.8,0.9336,1.8825668096542358,0
55,6,0.911,0.8,0.9336,2.8264715671539307,0
56,5,0.905,0.8,0.9336,2.4402778148651123,9
57,5,0.941,0.8,0.9414,1.8579256534576416,6
58,5,0.824,0.8,0.9414,2.8803722858428955,0
59,5,0.902,0.8,0.9414,3.047330379486084,1
60,6,0.928,0.8,0.9414,3.1306943893432617,0
61,5,0.662,0.8,0.9414,3.069497585296631,0
62,5,0.775,0.8,0.9414,2.7119669914245605,0
63,5,0.907,0.8,0.9414,2.7578537464141846,4
64,5,0.864,0.8,0.9414,2.367035388946533,4
65,5,0.766,0.8,0.9414,3.411284923553467,2
66,6,0.834,0.8,0.9414,2.8850698471069336,0
67,5,0.712,0.8,0.9414,3.0983290672302246,5
68,5,0.916,0.8,0.9414,2.123230457305908,1
69,6,0.891,0.8,0.9414,2.844238519668579,1
70,5,0.887,0.8,0.9414,2.466486692428589,18
71,5,0.883,0.8,0.9414,3.8942718505859375,1
72,6,0.85,0.8,0.9414,3.41141676902771,0
73,5,0.789,0.8,0.9414,3.2398884296417236,0
74,5,0.649,0.8,0.9414,2.7811172008514404,4
75,5,0.862,0.8,0.9414,3.262535572052002,3
76,5,0.926,0.8,0.9414,2.562950849533081,11
77,5,0.912,0.8,0.9414,2.3170905113220215,8
78,5,0.857,0.8,0.9414,3.3500843048095703,4
79,5,0.486,0.8,0.9414,2.944350004196167,2
80,5,0.473,0.8,0.9414,2.5117266178131104,0
81,5,0.838,0.8,0.9414,2.74389910697937,2
82,5,0.799,0.8,0.9414,2.4134328365325928,21
83,5,0.929,0.8,0.9414,3.3499133586883545,0
84,7,0.934,0.8,0.9414,3.0000534057617188,0
85,5,0.846,0.8,0.9414,3.034294366836548,5
86,5,0.547,0.8,0.9414,3.0470688343048096,0
87,5,0.545,0.8,0.9414,2.257415771484375,2
88,5,0.927,0.8,0.9414,2.745800495147705,1
89,5,0.589,0.8,0.9414,2.4190833568573,0
90,5,0.835,0.8,0.9414,3.0148794651031494,0
91,5,0.809,0.8,0.9414,2.399639368057251,1
92,5,0.895,0.8,0.9414,2.451664924621582,0
93,5,0.839,0.8,0.9414,2.919673204421997,2
94,5,0.86,0.8,0.9414,3.1267426013946533,3
95,5,0.854,0.8,0.9414,2.2765350341796875,1
96,5,0.886,0.8,0.9414,2.877739191055298,0
97,5,0.732,0.8,0.9414,2.5719175338745117,2
98,5,0.754,0.8,0.9414,2.9431304931640625,2
99,5,0.805,0.8,0.9414,2.653237819671631,3
100,5,0.676,0.8,0.9414,1.9524385929107666,3
101,5,0.911,0.8,0.9414,3.110030174255371,4
102,5,0.908,0.8,0.9414,2.9846811294555664,2
103,5,0.812,0.8,0.9414,2.9278085231781006,1
104,5,0.9,0.8,0.9414,1.8571115732192993,0
105,5,0.925,0.8,0.9414,2.434006452560425,0
