Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.22,0.55,0.2198,2.4953842163085938,2
2,5,0.195,0.55,0.2198,3.540224075317383,1
3,5,0.037,0.55,0.2198,2.6832823753356934,2
4,5,0.458,0.55,0.4579,2.6955721378326416,2
5,5,0.281,0.55,0.4579,1.8276302814483643,0
6,5,0.245,0.55,0.4579,1.9256927967071533,1
7,5,0.378,0.55,0.4579,3.1374878883361816,0
8,5,0.873,0.55,0.873,2.1280622482299805,3
9,5,0.181,0.55,0.873,2.7010786533355713,3
10,5,0.12,0.55,0.873,3.2020766735076904,2
11,5,0.7,0.55,0.873,2.6098949909210205,0
12,5,0.089,0.55,0.873,2.513228178024292,0
13,5,0.036,0.55,0.873,2.39945125579834,1
14,5,0.128,0.55,0.873,3.210062026977539,5
15,5,0.047,0.55,0.873,2.750727891921997,0
16,5,0.048,0.55,0.873,2.6480958461761475,1
17,5,0.188,0.55,0.873,2.0038979053497314,1
18,5,0.372,0.55,0.873,3.0772507190704346,0
19,5,0.158,0.55,0.873,2.490243911743164,0
20,5,0.425,0.55,0.873,2.342017889022827,2
21,5,0.466,0.55,0.873,2.168534517288208,2
22,5,0.466,0.55,0.873,1.9671087265014648,3
23,5,0.219,0.55,0.873,1.523798942565918,1
24,5,0.622,0.55,0.873,1.2595748901367188,9
25,5,0.478,0.55,0.873,1.1099220514297485,87
26,5,0.447,0.55,0.873,0.9242928624153137,591
27,2,0.304,0.55,0.873,0.9242928624153137,706
