sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[6, 6, 39, 26, 18, 42, 10, 40, 6, 49]",0.8730000257492065,68.37100219726562,0.873,0.8877314925193787
"[34 34 29 12 35 38 37 37 21 20  3  1  1  4 42  6 36 31  9 20 32 33 19 17
 44 17  2 35 27  8 12 49]",0.8090000152587891,80.91400146484375,0.6999,0.7581018805503845
"[36  6  6 33 30 19 35 32 35 48 10 44 16 22 45 21  1 36 43 27  4  1 42 23
 22  6 35 11 29 30  4 49]",0.621999979019165,67.35900115966797,0.622,0.8888888955116272
