Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.889,0.55,0.889,2.9090659618377686,1
2,5,0.9,0.55,0.9,2.9592325687408447,0
3,5,0.092,0.55,0.9,3.5195364952087402,0
4,5,0.509,0.55,0.9,2.3002688884735107,9
5,5,0.208,0.55,0.9,2.396575689315796,1
6,5,0.686,0.55,0.9,3.4950852394104004,1
7,5,0.614,0.55,0.9,2.421093463897705,9
8,5,0.84,0.55,0.9,3.3731658458709717,2
9,5,0.62,0.55,0.9,2.2994322776794434,0
10,5,0.259,0.55,0.9,2.8608157634735107,0
11,5,0.834,0.55,0.9,2.616455554962158,10
12,5,0.226,0.55,0.9,3.56868314743042,2
13,5,0.456,0.55,0.9,3.250896453857422,0
14,5,0.096,0.55,0.9,2.8372251987457275,0
15,5,0.094,0.55,0.9,3.445510149002075,2
16,5,0.21,0.55,0.9,2.935074806213379,2
17,5,0.576,0.55,0.9,1.8115160465240479,0
18,5,0.878,0.55,0.9,2.8854737281799316,10
19,5,0.31,0.55,0.9,3.4962317943573,2
20,5,0.3,0.55,0.9,2.6408090591430664,1
21,5,0.434,0.55,0.9,3.8861546516418457,2
22,5,0.78,0.55,0.9,2.396091938018799,4
23,5,0.249,0.55,0.9,3.4472575187683105,1
24,5,0.895,0.55,0.9,2.0059609413146973,3
25,5,0.24,0.55,0.9,3.05554461479187,3
26,6,0.559,0.55,0.9,3.3408114910125732,0
27,5,0.332,0.55,0.9,3.4948887825012207,4
28,5,0.433,0.55,0.9,2.543715238571167,4
29,5,0.416,0.55,0.9,2.811211585998535,2
30,5,0.775,0.55,0.9,2.6173079013824463,1
31,5,0.61,0.55,0.9,2.2254300117492676,0
32,5,0.899,0.55,0.9,2.1039531230926514,0
33,5,0.877,0.55,0.9,2.8363358974456787,0
34,5,0.068,0.55,0.9,2.9346184730529785,1
35,5,0.175,0.55,0.9,2.958340644836426,2
36,5,0.414,0.55,0.9,2.836930513381958,7
37,5,0.864,0.55,0.9,3.0073659420013428,1
38,5,0.415,0.55,0.9,2.64215350151062,5
39,5,0.173,0.55,0.9,3.3980050086975098,0
40,5,0.838,0.55,0.9,1.9816852807998657,1
41,5,0.765,0.55,0.9,2.104071855545044,2
42,5,0.887,0.55,0.9,2.7394144535064697,1
43,5,0.858,0.55,0.9,2.9088571071624756,2
44,5,0.536,0.55,0.9,3.178520917892456,0
45,5,0.352,0.55,0.9,2.6656715869903564,1
46,5,0.218,0.55,0.9,3.227010726928711,0
47,6,0.8,0.55,0.9,2.771427869796753,2
48,5,0.169,0.55,0.9,2.7872345447540283,2
49,5,0.172,0.55,0.9,3.1538145542144775,1
50,5,0.866,0.55,0.9,3.0557258129119873,2
51,5,0.332,0.55,0.9,2.787410259246826,2
52,5,0.867,0.55,0.9,1.493302583694458,2
53,5,0.868,0.55,0.9,2.6647424697875977,4
54,5,0.317,0.55,0.9,1.8346397876739502,5
55,5,0.68,0.55,0.9,2.5439674854278564,0
56,5,0.303,0.55,0.9,2.5926992893218994,2
57,5,0.889,0.55,0.9,2.5670688152313232,0
58,5,0.822,0.55,0.9,2.9589035511016846,1
59,5,0.268,0.55,0.9,2.6166396141052246,2
60,5,0.174,0.55,0.9,2.0792930126190186,1
61,5,0.108,0.55,0.9,2.054814577102661,0
62,5,0.389,0.55,0.9,3.0306918621063232,0
63,6,0.643,0.55,0.9,2.1803407669067383,1
64,5,0.414,0.55,0.9,3.0304434299468994,0
65,5,0.106,0.55,0.9,2.274258613586426,1
66,7,0.895,0.55,0.9,2.7585995197296143,0
67,5,0.545,0.55,0.9,2.4200174808502197,2
68,5,0.101,0.55,0.9,3.0776636600494385,2
69,5,0.625,0.55,0.9,1.9326988458633423,2
70,5,0.472,0.55,0.9,2.98056697845459,6
71,5,0.858,0.55,0.9,3.1035706996917725,1
72,5,0.207,0.55,0.9,1.882760763168335,1
73,5,0.887,0.55,0.9,1.542262077331543,1
74,5,0.889,0.55,0.9,2.591571807861328,7
75,5,0.256,0.55,0.9,2.860374927520752,2
76,5,0.884,0.55,0.9,2.054392099380493,0
77,5,0.864,0.55,0.9,3.2256500720977783,0
78,5,0.788,0.55,0.9,1.4932408332824707,2
79,5,0.4,0.55,0.9,2.2492239475250244,1
80,5,0.148,0.55,0.9,1.9334434270858765,0
81,5,0.092,0.55,0.9,3.0317444801330566,2
82,5,0.218,0.55,0.9,2.932793378829956,1
83,5,0.741,0.55,0.9,2.177053928375244,2
84,5,0.874,0.55,0.9,2.37307071685791,0
85,5,0.653,0.55,0.9,2.9084393978118896,2
86,5,0.557,0.55,0.9,2.4213125705718994,2
87,5,0.466,0.55,0.9,2.76229190826416,4
88,5,0.656,0.55,0.9,2.054471015930176,0
89,5,0.864,0.55,0.9,2.933645248413086,2
90,5,0.875,0.55,0.9,3.299764633178711,2
91,5,0.848,0.55,0.9,2.616917133331299,1
92,5,0.689,0.55,0.9,2.81186842918396,3
93,5,0.805,0.55,0.9,2.8367245197296143,1
94,5,0.252,0.55,0.9,2.714920997619629,8
95,5,0.501,0.55,0.9,3.10485577583313,4
96,5,0.824,0.55,0.9,2.104593515396118,0
97,5,0.819,0.55,0.9,2.250746488571167,0
