accuracy_per_play,latency_per_play,reward_per_play,sequence_per_play
0.40799999237060547,878.8930053710938,0.0325,"[[21 44 48 20 12  1 31 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8700000047683716,902.52001953125,0.0675,"[[18 13 40 38 28  3 45 15 33  4 48 41 27 22 42  1 27  7  6 24 11 24 27 26
  32 30  1  7 22 44 11]]"
0.8700000047683716,109.0790023803711,0.5583,"[[42 48 16 18  3  6 26  7 41 29 16  7 36 33 11 49  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8560000061988831,167.64999389648438,0.3574,"[[10  7 33 46 39 24 45 19 19 40 37 46 40 17  7 29 11 10 24 29 18 47 29 24
  48  8 12 46 15 32 43]]"
0.41100001335144043,819.0960083007812,0.0351,"[[ 7 25 43 23 29 17 33  4 47 31 34 49  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8870000243186951,346.1910095214844,0.1794,"[[12 10 34  1 28 18  4 46 29 37 30 26 29 37  7 11 20  3 39 22 20 22  3 41
  48  9 38 17 49  0  0]]"
0.4059999883174896,912.9000244140625,0.0311,"[[19  6 27 24 47 48 38 46 33 34 24 26 49  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.875,130.06900024414062,0.4709,"[[42 26 11 38 35 24 13  8 37 31  7 32 26 32 27 44  1  5 17 47 19 35 17 21
  21 22 43 13 39 39  1]]"
0.40400001406669617,1118.2659912109375,0.0283,"[[17 38 17  1 27 11 39 17  1  2 35  1 39  2 48  7 39 19 45  5 37 43 33  8
  44 18 19 15 39 29 24]]"
0.8569999933242798,137.86099243164062,0.4351,"[[ 1 34  7 13 20 20 12  6 38  1  5 46 20 39 19  5 17  9 46 26 18 45 20 19
  18  7  1 17 35 15  8]]"
0.8429999947547913,63.64099884033203,0.843,"[[42 31 29 29 10 44 16 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.41100001335144043,814.5880126953125,0.0353,"[[25 44  5 45 36 13 41 44  6  8 16 49  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8100000023841858,232.5760040283203,0.2438,"[[35 32  5 27 48 34 25 39 12 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.7910000085830688,346.2030029296875,0.1599,"[[ 7 10 30  4 20  9 14 30 18 46 29  4 44 21 14  4 27  5 41 27 16 49  0  0
   0  0  0  0  0  0  0]]"
0.4050000011920929,704.4970092773438,0.0402,"[[22 27  5 17 48 34 39 16  8  8  3  5 29 11 45  6 47 38  8 19 42 36 47 29
  27 41 20 35 33 30 43]]"
0.41100001335144043,858.4019775390625,0.0335,"[[37 27 17 19 45 44  1 40 32 18  2 38 12 30 19 44 25  7 39 35 20 47 26 49
   0  0  0  0  0  0  0]]"
0.4009999930858612,864.4619750976562,0.0325,"[[13 23 21 20 13  6 36 26 26 25 26 38 18 44  2 48 23 29  9 27 33 23 19 45
  13 36 42 30 25 32 33]]"
0.4059999883174896,780.3309936523438,0.0364,"[[ 9 23 34  5  9  5 25 26  2 45 19  8 46 36 24  4 13 19 21 35 19 47 41  6
   1 34 27 26 27 33  1]]"
0.4050000011920929,832.468994140625,0.0341,"[[ 3  9 29 16 32 35 19  3 22 43  5 11 38  1  5 18 41 11 30  1 41 17  1 32
   4 27 46  9 49  0  0]]"
0.4020000100135803,1214.6429443359375,0.0281,"[[13 13  1 27 19  3 36 36 20 18  5 13  1 45 42 43 41  1 15 19 24 23 39  1
   4 45  7 15 44 48 13]]"
0.8519999980926514,726.9130249023438,0.082,"[[36 35  8  1 23 44  1 47 18 37 34 40  6 23 44 11 15  3 48 46 28  6 32  2
  14 35  1 44 35 44  6]]"
0.40299999713897705,1129.364990234375,0.0282,"[[23 24 17 32 28  1 15 23 37 42 36 31 17 11 30 29 36  6 14 42  9 27 17  7
  13  9 10 44 27  2 19]]"
0.878000020980835,89.39600372314453,0.6875,"[[34 36  4  9 37 14 31 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.40400001406669617,984.7150268554688,0.0287,"[[19 27 44  1 19 35 44 19 20 25 19 35 22 49  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8629999756813049,119.43399810791016,0.5058,"[[36 10 25 38 11 24 24 29 40 41  2 46 41 15 27 22 39 26 20 44 29 41 43 45
  13  6 47 18 48 12 17]]"
0.40700000524520874,922.510009765625,0.0309,"[[17 20  1 21  4 15 10 42 21 35  1 28  3 38 39  3 49  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.890999972820282,184.83599853515625,0.3374,"[[14 39 29 29 41 17  7  7  1 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.41100001335144043,917.2360229492188,0.0314,"[[13 13 21 13 36 39  2 43 39 23 31 11 25 42  9 48 42 36 22 13 29 43 10 32
  17  6 33 35 26 12 43]]"
0.41600000858306885,825.7130126953125,0.0353,"[[ 4 46 47 14 17 18 32 15  4 25 28 49  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8799999952316284,60.70899963378906,0.88,"[[33 10 26 38 24 11  5 34 32 35 40 37 46 20 21 43 44 35  8 27 45  9 49  0
   0  0  0  0  0  0  0]]"
0.4059999883174896,873.93701171875,0.0325,"[[26 28 18 46 45  9 20 27 36 21 24 29 21 15 12 35 25 49  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.40799999237060547,901.5059814453125,0.0317,"[[38 37 14 17 45 47 10 36  5 19 47 38 16 40 17 23 21 47 13 23 39 36 44  1
  40 19 24 19  2 11 27]]"
0.4059999883174896,876.9099731445312,0.0324,"[[18 15 26  4 42  3 23 19 27 45 35 23 22 46  9 49  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4090000092983246,530.22998046875,0.054,"[[18 29  6 19 36 18  9 33 45 15 33 21 39  5  2 33  4 29 12 23  4 17 49  0
   0  0  0  0  0  0  0]]"
0.42899999022483826,605.8179931640625,0.0496,"[[ 2 28 24 39 16 48 21 47 27 19 32 15  1 49  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.41100001335144043,279.9469909667969,0.1028,"[[38 39 39  7 16  1 21 19  8 25 39 47 40 26  4 47 16 47  3 10 14 16 13 18
   9 17 19 14 46 17 46]]"
0.41100001335144043,842.0969848632812,0.0342,"[[35 36 19  9 32 22 47  2 46 14  4  9 49  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.42800000309944153,752.4860229492188,0.0398,"[[ 5 20  7  1 28 10  7 38 37  6 28 11 46  7 49  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4099999964237213,826.4169921875,0.0347,"[[35 18 38 22 47 21 21  4 46 14  4 19  6 14 32  8 49  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4099999964237213,786.1690063476562,0.0365,"[[17 47  6 25  1  7 34  3 20 29  5 13 24 47  1 15  1 36 33 12 34 17 33 26
  42 36 44  2 41 43 44]]"
0.41499999165534973,646.8800048828125,0.0449,"[[ 1 11 34 18 10 35 20 20 44 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.40299999713897705,364.6080017089844,0.0774,"[[18 30  3 14 38  1  4 28 47 31 42 23  3 33 42 24  3 23 33 17 22 30 48 24
  38 36 12  1 11 21 46]]"
0.4099999964237213,834.5189819335938,0.0344,"[[31 22  4 23 45 43 16 45  1 12 33 31 49  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.41600000858306885,805.6939697265625,0.0361,"[[ 6 26 35  7 15 13 22 13 17  6 39 12 13 46 38 25 10 11 21 13 49  0  0  0
   0  0  0  0  0  0  0]]"
0.40799999237060547,884.3800048828125,0.0323,"[[ 7 17 28  4 10 20 18  7 28 37 30 45  7 15  4 47 18 49  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4050000011920929,345.76800537109375,0.082,"[[ 5 38  2 39 36 29 13  8 44 42 26 44 38 13 19 12 48  1 24 43 23  1  4 20
   8 32  5  1 41 17 45]]"
0.41200000047683716,1222.927001953125,0.0288,"[[17  3  9 20  5 29  2 48 14 21 29 17 47  7 39 43  2 34 17 11  3 44 24  9
  25 44  7 21 40 48 13]]"
0.414000004529953,535.989013671875,0.0541,"[[ 9 18  3  3 12  8 14 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
