sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[40, 41, 27, 4, 49]",0.902999997138977,57.52000045776367,0.9447,0.7928240895271301
"[12, 4, 30, 14, 32, 39, 42, 26, 36, 13, 49]",0.9020000100135803,59.310001373291016,0.9436,0.9583333134651184
"[12, 10, 30, 42, 41, 39, 42, 44, 33, 13, 49]",0.9049999713897705,62.2239990234375,0.9434,0.8854166865348816
