Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.68,0.55,0.6796,2.7862443923950195,2
2,5,0.886,0.55,0.8861,2.176309108734131,2
3,8,0.928,0.55,0.9281,3.557253837585449,0
4,7,0.911,0.55,0.9281,1.6941003799438477,1
5,11,0.937,0.55,0.937,2.0549845695495605,1
6,5,0.802,0.55,0.937,2.7373287677764893,2
7,7,0.888,0.55,0.937,2.4433581829071045,1
8,5,0.737,0.55,0.937,1.9068588018417358,0
9,6,0.852,0.55,0.937,2.5445375442504883,0
10,7,0.923,0.55,0.937,2.2176952362060547,1
11,8,0.879,0.55,0.937,2.351445436477661,1
12,7,0.888,0.55,0.937,1.6959292888641357,4
13,5,0.906,0.55,0.937,2.711693048477173,0
14,6,0.898,0.55,0.937,2.7299106121063232,2
15,5,0.904,0.55,0.937,2.7578938007354736,3
16,5,0.926,0.55,0.937,1.4193960428237915,0
17,5,0.942,0.55,0.9416,1.6148741245269775,0
18,5,0.917,0.55,0.9416,3.0754153728485107,0
19,5,0.598,0.55,0.9416,2.15278697013855,0
20,10,0.932,0.55,0.9416,2.6254446506500244,0
21,5,0.812,0.55,0.9416,1.638401746749878,1
22,5,0.909,0.55,0.9416,2.976177453994751,4
23,7,0.92,0.55,0.9416,2.212897539138794,2
24,6,0.751,0.55,0.9416,2.605243444442749,3
25,7,0.937,0.55,0.9416,2.4924628734588623,2
26,5,0.765,0.55,0.9416,1.9790483713150024,0
27,5,0.906,0.55,0.9416,1.3220324516296387,0
28,5,0.798,0.55,0.9416,1.8092963695526123,2
29,6,0.845,0.55,0.9416,1.9749773740768433,0
30,6,0.878,0.55,0.9416,2.219519853591919,4
31,5,0.906,0.55,0.9416,3.382481098175049,1
32,5,0.926,0.55,0.9416,2.6578855514526367,1
33,5,0.941,0.55,0.9416,1.8093459606170654,0
34,5,0.472,0.55,0.9416,1.9539148807525635,4
35,10,0.945,0.55,0.9447,1.6143920421600342,1
36,5,0.883,0.55,0.9447,2.001559257507324,0
37,7,0.896,0.55,0.9447,1.8638852834701538,3
38,5,0.753,0.55,0.9447,2.875397205352783,1
39,5,0.727,0.55,0.9447,3.018211603164673,0
40,8,0.894,0.55,0.9447,3.3286235332489014,0
41,6,0.876,0.55,0.9447,2.434481143951416,0
42,6,0.901,0.55,0.9447,2.698622941970825,3
43,5,0.902,0.55,0.9447,1.4433640241622925,1
44,6,0.873,0.55,0.9447,2.7433159351348877,4
45,7,0.915,0.55,0.9447,2.590364933013916,0
46,5,0.704,0.55,0.9447,1.972216248512268,4
47,6,0.884,0.55,0.9447,2.7033770084381104,1
48,5,0.818,0.55,0.9447,2.822451591491699,0
