Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.426,0.55,0.4263,2.055339813232422,7
2,5,0.286,0.55,0.4263,2.9586267471313477,1
3,5,0.203,0.55,0.4263,1.9821290969848633,2
4,5,0.581,0.55,0.5809,3.1786656379699707,0
5,5,0.035,0.55,0.5809,2.9341659545898438,0
6,5,0.824,0.55,0.8242,3.153515100479126,1
7,6,0.648,0.55,0.8242,2.9546003341674805,0
8,5,0.125,0.55,0.8242,2.568011522293091,0
9,5,0.052,0.55,0.8242,1.9575536251068115,3
10,5,0.235,0.55,0.8242,3.079853057861328,3
11,5,0.115,0.55,0.8242,2.372680187225342,3
12,5,0.482,0.55,0.8242,2.543670177459717,0
13,5,0.432,0.55,0.8242,2.8854877948760986,8
14,5,0.357,0.55,0.8242,2.445751667022705,8
15,5,0.139,0.55,0.8242,3.0562024116516113,1
16,5,0.078,0.55,0.8242,2.93394136428833,4
17,5,0.879,0.55,0.879,2.299375534057617,1
18,5,0.292,0.55,0.879,1.9333884716033936,2
19,5,0.42,0.55,0.879,2.7146685123443604,1
20,5,0.055,0.55,0.879,2.568077325820923,1
21,5,0.397,0.55,0.879,2.8364477157592773,3
22,5,0.51,0.55,0.879,2.7390594482421875,3
23,5,0.495,0.55,0.879,3.3733744621276855,2
24,5,0.17,0.55,0.879,2.7633118629455566,1
25,5,0.297,0.55,0.879,3.227410078048706,1
26,6,0.786,0.55,0.879,2.364635944366455,9
27,5,0.704,0.55,0.879,2.2996246814727783,7
28,5,0.392,0.55,0.879,2.4217031002044678,6
29,5,0.257,0.55,0.879,2.372919797897339,0
30,5,0.613,0.55,0.879,3.080785036087036,1
31,5,0.359,0.55,0.879,2.7387564182281494,0
32,5,0.48,0.55,0.879,2.641129732131958,0
33,5,0.301,0.55,0.879,2.592421531677246,0
34,5,0.743,0.55,0.879,2.934403896331787,0
35,5,0.09,0.55,0.879,3.447075605392456,5
36,5,0.223,0.55,0.879,2.9098808765411377,2
37,5,0.118,0.55,0.879,3.1298468112945557,0
38,6,0.785,0.55,0.879,3.25996470451355,0
39,5,0.345,0.55,0.879,2.446004867553711,5
40,6,0.563,0.55,0.879,2.669949769973755,1
41,5,0.631,0.55,0.879,2.2996366024017334,6
