sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[33, 42, 38, 41, 29, 13, 10, 49]",0.9039999842643738,67.81099700927734,0.904,0.7986111044883728
"[41, 10, 36, 27, 5, 10, 10, 18, 1, 34, 15, 49]",0.8949999809265137,64.73999786376953,0.895,0.8344907164573669
"[31, 42, 44, 1, 2, 18, 32, 46, 49]",0.8949999809265137,64.18000030517578,0.895,0.8125
