Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
144,5,0.458,0.55,0.896,2.325700044631958,6
145,5,0.744,0.55,0.896,1.8436352014541626,40
146,5,0.881,0.55,0.896,2.3452062606811523,10
147,5,0.467,0.55,0.896,2.224587917327881,14
148,5,0.57,0.55,0.896,1.8802521228790283,5
149,5,0.033,0.55,0.896,1.6931053400039673,51
150,5,0.19,0.55,0.896,2.06296706199646,71
151,5,0.408,0.55,0.896,1.900660753250122,798
152,5,0.417,0.55,0.896,1.6759446859359741,17
153,5,0.35,0.55,0.896,1.573554515838623,704
154,1,0.033,0.55,0.896,1.573554515838623,0
