sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[34, 14, 4, 8, 6, 2, 14, 49]",0.8960000276565552,68.53800201416016,0.896,0.5104166865348816
"[8, 41, 9, 42, 4, 25, 42, 26, 49]",0.8930000066757202,58.98699951171875,0.893,0.5162037014961243
"[40, 33, 46, 28, 2, 7, 35, 48, 26, 4, 42, 9, 11, 26, 11, 49]",0.8920000195503235,67.81800079345703,0.892,0.5069444179534912
