sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[4, 14, 4, 29, 48, 32, 42, 11, 48, 38, 25, 49]",0.8939999938011169,63.97600173950195,0.894,0.8807870149612427
"[18, 8, 33, 1, 46, 32, 1, 39, 12, 36, 44, 30, 39, 49]",0.8889999985694885,67.40499877929688,0.889,0.8287037014961243
"[10, 12, 2, 8, 21, 26, 31, 24, 49]",0.878000020980835,69.29299926757812,0.878,0.9618055820465088
