Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.894,0.55,0.894,2.8628933429718018,1
2,5,0.4,0.55,0.894,2.5055863857269287,8
3,5,0.802,0.55,0.894,2.6649584770202637,11
4,5,0.4,0.55,0.894,2.4974477291107178,12
5,5,0.4,0.55,0.894,2.589421510696411,7
6,5,0.435,0.55,0.894,3.337850570678711,32
7,5,0.519,0.55,0.894,3.06687068939209,7
8,5,0.4,0.55,0.894,2.977890729904175,15
9,5,0.569,0.55,0.894,3.2582085132598877,4
10,5,0.4,0.55,0.894,3.3286142349243164,12
11,5,0.4,0.55,0.894,2.56842303276062,9
12,5,0.454,0.55,0.894,2.2556443214416504,3
13,5,0.4,0.55,0.894,2.854870557785034,7
14,5,0.787,0.55,0.894,2.9503931999206543,5
15,5,0.4,0.55,0.894,2.742830753326416,3
16,5,0.4,0.55,0.894,2.8203539848327637,8
17,5,0.878,0.55,0.894,2.6810050010681152,10
18,5,0.632,0.55,0.894,2.7834439277648926,15
19,5,0.504,0.55,0.894,2.37211537361145,13
20,5,0.4,0.55,0.894,3.2819693088531494,16
21,5,0.446,0.55,0.894,2.339437246322632,1
22,5,0.4,0.55,0.894,2.8900411128997803,22
23,5,0.4,0.55,0.894,3.0362322330474854,5
24,5,0.4,0.55,0.894,3.095383644104004,22
25,5,0.4,0.55,0.894,2.984100341796875,13
26,5,0.4,0.55,0.894,3.588252067565918,6
27,5,0.4,0.55,0.894,3.1068642139434814,28
28,5,0.4,0.55,0.894,3.5868544578552246,9
29,5,0.845,0.55,0.894,3.331545829772949,6
30,5,0.4,0.55,0.894,2.8939077854156494,3
31,5,0.57,0.55,0.894,2.680230140686035,4
32,5,0.4,0.55,0.894,2.7359845638275146,6
33,5,0.4,0.55,0.894,3.321533679962158,2
34,5,0.461,0.55,0.894,2.67626953125,15
35,5,0.4,0.55,0.894,2.835158348083496,30
36,5,0.4,0.55,0.894,3.1468915939331055,7
37,5,0.4,0.55,0.894,3.2584598064422607,11
38,5,0.4,0.55,0.894,2.8435680866241455,1
39,5,0.678,0.55,0.894,2.9553322792053223,12
40,5,0.662,0.55,0.894,3.151184320449829,22
41,5,0.4,0.55,0.894,3.0643558502197266,15
42,5,0.681,0.55,0.894,2.971095561981201,9
43,5,0.4,0.55,0.894,3.129794120788574,8
44,5,0.659,0.55,0.894,2.5719332695007324,8
45,5,0.4,0.55,0.894,3.3883049488067627,15
46,5,0.874,0.55,0.894,2.6691207885742188,3
47,5,0.541,0.55,0.894,3.1782679557800293,8
48,5,0.4,0.55,0.894,2.917977809906006,11
49,5,0.4,0.55,0.894,2.7480432987213135,10
50,5,0.498,0.55,0.894,2.4768877029418945,8
51,5,0.87,0.55,0.894,2.0639243125915527,5
52,5,0.4,0.55,0.894,3.084670305252075,11
53,6,0.582,0.55,0.894,2.8832709789276123,11
54,5,0.4,0.55,0.894,3.1094577312469482,38
55,5,0.4,0.55,0.894,2.925846815109253,14
56,5,0.584,0.55,0.894,3.0091745853424072,18
57,5,0.4,0.55,0.894,3.3414719104766846,14
58,5,0.4,0.55,0.894,3.1844305992126465,15
59,5,0.4,0.55,0.894,2.9931719303131104,13
60,5,0.562,0.55,0.894,2.8245041370391846,7
61,5,0.4,0.55,0.894,2.976383924484253,5
62,5,0.4,0.55,0.894,2.716885566711426,6
63,5,0.4,0.55,0.894,2.784243583679199,7
64,5,0.4,0.55,0.894,3.0217955112457275,10
65,5,0.4,0.55,0.894,2.8932125568389893,13
66,5,0.4,0.55,0.894,3.008056163787842,16
67,5,0.403,0.55,0.894,2.879049777984619,8
68,5,0.4,0.55,0.894,2.6995346546173096,10
69,5,0.4,0.55,0.894,2.5317418575286865,19
70,5,0.4,0.55,0.894,2.797889471054077,14
71,5,0.4,0.55,0.894,2.9183568954467773,10
72,5,0.4,0.55,0.894,2.8146471977233887,8
73,5,0.76,0.55,0.894,2.907956838607788,8
74,5,0.4,0.55,0.894,1.888656735420227,8
75,5,0.4,0.55,0.894,2.4649059772491455,9
76,5,0.4,0.55,0.894,3.1427290439605713,5
77,5,0.4,0.55,0.894,3.002215623855591,28
78,5,0.4,0.55,0.894,2.945997714996338,23
79,5,0.4,0.55,0.894,3.7457478046417236,19
80,5,0.889,0.55,0.894,2.615290403366089,8
81,5,0.4,0.55,0.894,2.359037160873413,7
82,5,0.569,0.55,0.894,3.206559658050537,21
83,5,0.863,0.55,0.894,2.7134711742401123,14
84,5,0.4,0.55,0.894,2.3644962310791016,20
85,5,0.544,0.55,0.894,3.066284418106079,7
86,5,0.551,0.55,0.894,2.348597526550293,13
87,5,0.514,0.55,0.894,2.6694047451019287,5
88,5,0.4,0.55,0.894,2.849358558654785,14
89,5,0.4,0.55,0.894,2.436534881591797,5
90,5,0.4,0.55,0.894,2.918790817260742,7
91,5,0.848,0.55,0.894,3.3406410217285156,21
92,5,0.4,0.55,0.894,3.0405499935150146,17
93,5,0.739,0.55,0.894,3.2459397315979004,10
