sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[14, 33, 16, 2, 32, 44, 30, 37, 3, 8, 29, 33, 10, 49]",0.8970000147819519,60.624000549316406,0.9414,0.9097222089767456
"[2, 10, 35, 42, 41, 13, 7, 20, 15, 27, 28, 35, 49]",0.9039999842643738,69.58499908447266,0.9402,0.9293981194496155
"[2, 33, 11, 2, 25, 25, 33, 49]",0.8889999985694885,62.130001068115234,0.9381,0.8912037014961243
