accuracy_per_play,latency_per_play,reward_per_play,sequence_per_play
0.4,1000.0,0.4,"[[ 1 47  5 24 26  4 28 40  2  1  5 32 29  5  2  7 16 40 23 15 28 26 42 38
  29 29 45  4 32 21 37]]"
0.4,1000.0,0.4,"[[28 14  3 40  4 19 15 13 41 36 37  7 39 23 48 14  6 14 23 22 40 30 47 46
  40 12  5 44 10  3 33]]"
0.4339999854564667,1202.614013671875,0.4113,"[[ 6 26 21 26 13 27 32 48 34  6 44  2 44 34 39 37 24 23 48 21 32 46 21 43
  29  5  7 18  5 47 23]]"
0.7879999876022339,219.4600067138672,0.8415,"[[ 1  4  2 43 17 22 10 37 25  1 27 16 42  1  6 29 47 43 30  6  3 17  2  7
  47 10  4 12 21  8  8]]"
0.4129999876022339,825.8670043945312,0.474,"[[16 20 10 37 16  9 20  5 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4,1000.0,0.4,"[[ 5 32 16 31  9 33 46 25 37 26 23  1 17 12 29 35 17 22 23 16  7 16 28  4
  37 12 40 33  2 27 35]]"
0.4,1000.0,0.4,"[[37 44 42 47 32 29 43 34 48 34  8  3  7 18  3 41 43 14 11 42 45 29 40 10
  25 20 37 20 15 25 18]]"
0.4,1000.0,0.4,"[[14 23 10 48 28 11 27 34 16 17 24 32  5 18 30 37 44 20 27 19  6  6  4 12
  48 19 47 41 21  5 29]]"
0.4,1000.0,0.4,"[[21 11 45 31 34 21  1  1 26 22  2 45 27 12 24 45 22 40 21 34 11 21  6 19
  44  7  9 48 13 15  6]]"
0.40299999713897705,899.3610229492188,0.4413,"[[13 33  3  8  4  3 30 13 44 11 28 17 20 47 13 47  7 46  7 13 12 25 13  5
   4 28 49  0  0  0  0]]"
0.4,1000.0,0.4,"[[27 31 19 45 21 46 22 13 34 28 42  2 18 14 17 45 16 20 25  5 19  3 28 22
  33 41  3  8 18 19  8]]"
0.4,1000.0,0.4,"[[46 33 14 38 28  9 30 44 46 13 27 12 40 41 40  8 36 39 41 20 22 46 46 37
  17  9 43 42 36 46  2]]"
0.4,1000.0,0.4,"[[21 28 17 16 31 18 43 22  1 35 20 44 47  3 10  6 17 25  4 21 39 31  9 11
  25 38 10 18 29  4 49]]"
0.4050000011920929,863.4010009765625,0.4563,"[[ 9 33 13 16 41  3 48 11 48 20  7 10 15 39 36 47  3 26 18 16 26 38 47 26
  40  1  3 18 43 22 20]]"
0.4,1000.0,0.4,"[[47  1 48 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4269999861717224,816.6500244140625,0.4823,"[[11 44  1 48 29 48  9 10 46 26  2  5  8  3 12 15  7  5  3 26 15 41  2  9
   3 38 19 11  4 30 47]]"
0.4,1000.0,0.4,"[[ 8 38  8 44  2  2 45 14 29 45 47 32 22 39 29 41 21 37 17 29 12  8 12 31
  34 36 11  8 12  3  4]]"
0.4,1000.0,0.4,"[[44 36 19 44  8 19  1 31 33 14 29 48 42 10  1 34 20 17  1 48 42 29 21 15
  12 38 28 36 48 41  4]]"
0.4,1000.0,0.4,"[[ 8 20 33 48 34 28 46 26  8 40  7 18 27 26 31 16 45 38 45 30 27  8 42 10
  29  2 24 26 22 46 46]]"
0.8960000276565552,167.54600524902344,0.8983,"[[ 5  6  4 35 15 12 42  8  3 15  8 39 12  7 30 49  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4,1000.0,0.4,"[[36 32 38 47 37 19 16 32 32 36 38 33 13 38 16 47 10 35 48 23 36 16  9 43
  33  5 26 47 33 37 46]]"
0.4059999883174896,917.9619750976562,0.4348,"[[35 19 39 46  5 13 21  5 43 10 28 17 49  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4,1000.0,0.4,"[[49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4,1000.0,0.4,"[[16 16 24 18 47 10  6 44 30  7 32 24 30 36  5 12 10 25 13 22 49  0  0  0
   0  0  0  0  0  0  0]]"
0.8209999799728394,295.4320068359375,0.8222,"[[31 43 38 36 13 33 11  1 24 38 14 20 42 30 21  4 39 26 14 39 21  1 49  0
   0  0  0  0  0  0  0]]"
0.4,1000.0,0.4,"[[10 18 32  3 17 13 39 21 27 42 39 18 42 12 30 10 22 46 19 43 48 17  4  9
  18 38 45 25 18  3 10]]"
0.4,1000.0,0.4,"[[30  4  4 11 18  8 11 44 35  8 32  8 12 40  4  5 40 36 49  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.4,1000.0,0.4,"[[47 35 18 16  2  1 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
0.8730000257492065,600.8699951171875,0.7173,"[[32  1 15 45  4 20 24 36  7 18 32 19  5 44 36  1 37  5  5 35 44 25  2  9
  45 45 34 35 18  2  1]]"
0.4,1000.0,0.4,"[[40  9 18 34 15  6 45 13 26 37 15 48 23  1 32 14 37 45 22 43 39 12  1 23
  20 25 33 25 29 10 37]]"
0.4,1000.0,0.4,"[[12 47 20 42 37 17 28 41  2 46  3  4 44  4 25 27 34 26  5 32 23 33 39  1
   3 41  3 41 19 29 19]]"
0.4,1000.0,0.4,"[[ 1  6 27 29 30 48 14 12 29 30 47 11 29 11 16 47 14  2 11  6 26 21 42 40
   5 19 38  4 31 41  7]]"
0.4,1000.0,0.4,"[[47 47 40 44 27  1 37 14 19  5  8  5 11 38 24 34  9  6  2 45 22 17  2 10
  21 20 39 24 38 31 25]]"
0.40700000524520874,898.77099609375,0.4428,"[[22 10 34 32 26 34 17 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]"
