Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
48,5,0.886,0.729,0.9324,2.494509696960449,1
49,5,0.534,0.729,0.9324,2.299220323562622,5
50,5,0.672,0.729,0.9324,2.152559280395508,3
51,5,0.555,0.729,0.9324,3.079622745513916,1
52,5,0.705,0.729,0.9324,3.128613233566284,1
53,5,0.621,0.729,0.9324,2.0052599906921387,0
54,5,0.643,0.729,0.9324,3.519091844558716,2
55,5,0.619,0.729,0.9324,3.1532509326934814,2
56,5,0.667,0.729,0.9324,2.1268112659454346,0
57,5,0.927,0.729,0.9324,2.7381348609924316,0
58,5,0.823,0.729,0.9324,2.5430409908294678,4
59,5,0.765,0.729,0.9324,2.786515474319458,3
60,6,0.918,0.729,0.9324,3.035210371017456,5
61,6,0.908,0.729,0.9324,2.5664420127868652,3
62,5,0.924,0.729,0.9324,2.3221216201782227,1
63,6,0.925,0.729,0.9324,2.851140260696411,1
64,5,0.502,0.729,0.9324,1.7374759912490845,0
65,5,0.77,0.729,0.9324,3.444572925567627,7
66,5,0.691,0.729,0.9324,2.591691255569458,1
67,5,0.704,0.729,0.9324,2.639878511428833,6
68,5,0.69,0.729,0.9324,2.6643636226654053,5
69,5,0.48,0.729,0.9324,1.9320218563079834,1
70,5,0.733,0.729,0.9324,3.10469388961792,4
71,5,0.916,0.729,0.9324,3.055058240890503,2
72,6,0.94,0.729,0.9405,1.9767011404037476,10
73,5,0.532,0.729,0.9405,3.568040132522583,0
74,5,0.894,0.729,0.9405,3.1046178340911865,1
75,5,0.933,0.729,0.9405,1.5176606178283691,8
76,5,0.875,0.729,0.9405,2.2260496616363525,3
77,5,0.605,0.729,0.9405,2.9095380306243896,3
78,5,0.909,0.729,0.9405,3.2016234397888184,4
79,5,0.919,0.729,0.9405,2.3228514194488525,0
80,5,0.843,0.729,0.9405,3.3495147228240967,3
81,5,0.93,0.729,0.9405,3.128567695617676,3
82,6,0.889,0.729,0.9405,2.2624762058258057,5
83,5,0.91,0.729,0.9405,3.274714946746826,2
84,5,0.834,0.729,0.9405,2.397390127182007,0
85,5,0.873,0.729,0.9405,2.6887600421905518,3
86,5,0.876,0.729,0.9405,2.641547679901123,2
87,5,0.828,0.729,0.9405,3.105611801147461,4
88,6,0.936,0.729,0.9405,2.9747447967529297,1
89,6,0.846,0.729,0.9405,2.6888692378997803,1
90,5,0.903,0.729,0.9405,2.5435667037963867,0
91,5,0.697,0.729,0.9405,2.42099666595459,7
92,6,0.892,0.729,0.9405,2.953458070755005,5
93,5,0.895,0.729,0.9405,2.93350887298584,6
94,6,0.924,0.729,0.9405,2.8525524139404297,6
95,5,0.682,0.729,0.9405,3.543552875518799,2
96,7,0.775,0.729,0.9405,2.0788168907165527,4
97,5,0.705,0.729,0.9405,3.1760573387145996,0
98,6,0.886,0.729,0.9405,1.915847659111023,3
99,5,0.907,0.729,0.9405,2.6161389350891113,4
100,6,0.885,0.729,0.9405,2.079228162765503,8
101,5,0.614,0.729,0.9405,2.518787145614624,3
102,5,0.765,0.729,0.9405,3.4957947731018066,0
103,8,0.896,0.729,0.9405,2.4457638263702393,1
104,5,0.739,0.729,0.9405,2.957310914993286,0
105,7,0.919,0.729,0.9405,2.427671432495117,9
106,5,0.864,0.729,0.9405,2.177438497543335,7
107,5,0.922,0.794,0.9405,2.493034601211548,2
108,5,0.928,0.794,0.9405,2.3486740589141846,0
109,5,0.92,0.794,0.9405,1.6145766973495483,2
110,5,0.684,0.794,0.9405,2.835021495819092,0
111,6,0.896,0.794,0.9405,2.911391019821167,1
112,5,0.899,0.794,0.9405,3.494316577911377,4
113,5,0.878,0.794,0.9405,2.5181844234466553,3
114,5,0.772,0.794,0.9405,2.688664197921753,0
115,5,0.786,0.794,0.9405,2.8595755100250244,0
116,5,0.906,0.794,0.9405,2.6145832538604736,7
117,5,0.814,0.794,0.9405,1.638681411743164,0
118,5,0.848,0.794,0.9405,3.0792062282562256,1
119,5,0.934,0.794,0.9405,2.61556339263916,2
120,5,0.913,0.794,0.9405,2.6386642456054688,2
121,5,0.497,0.794,0.9405,3.078770637512207,0
122,5,0.899,0.794,0.9405,3.538647413253784,5
123,5,0.916,0.794,0.9405,3.8092548847198486,9
124,5,0.902,0.794,0.9405,3.125410795211792,2
125,5,0.833,0.794,0.9405,2.8828790187835693,0
126,5,0.916,0.794,0.9405,3.5408737659454346,1
127,5,0.849,0.794,0.9405,3.027963399887085,4
128,6,0.933,0.794,0.9405,2.3418893814086914,0
129,5,0.918,0.794,0.9405,2.9296748638153076,0
130,6,0.876,0.794,0.9405,3.0116779804229736,0
131,6,0.855,0.794,0.9405,3.2352311611175537,9
132,5,0.935,0.794,0.9405,1.9055976867675781,1
133,5,0.91,0.794,0.9405,3.271174907684326,1
134,5,0.75,0.794,0.9405,3.1989760398864746,3
135,5,0.703,0.794,0.9405,2.9538815021514893,2
136,5,0.883,0.794,0.9405,3.0011799335479736,3
137,6,0.918,0.794,0.9405,2.887037992477417,0
138,5,0.855,0.794,0.9405,3.3147988319396973,1
139,6,0.829,0.794,0.9405,3.2114670276641846,3
140,5,0.868,0.794,0.9405,2.3947858810424805,0
141,5,0.542,0.794,0.9405,2.659961223602295,0
142,6,0.831,0.794,0.9405,2.299825429916382,0
143,5,0.638,0.794,0.9405,2.536614179611206,3
144,5,0.73,0.794,0.9405,2.731961250305176,2
145,5,0.902,0.794,0.9405,2.7759714126586914,2
146,6,0.913,0.794,0.9405,2.7798871994018555,3
147,5,0.93,0.794,0.9405,3.3774056434631348,1
148,5,0.875,0.794,0.9405,3.286472797393799,2
149,5,0.915,0.794,0.9405,2.823787212371826,0
150,5,0.909,0.794,0.9405,2.889503002166748,0
151,5,0.694,0.794,0.9405,2.9140396118164062,6
152,5,0.937,0.794,0.9405,2.1427805423736572,1
153,5,0.746,0.794,0.9405,3.0272703170776367,2
154,5,0.736,0.794,0.9405,2.9529426097869873,3
155,5,0.755,0.794,0.9405,2.7797017097473145,3
156,6,0.86,0.794,0.9405,2.5613696575164795,9
157,5,0.598,0.794,0.9405,2.3646984100341797,0
158,5,0.855,0.794,0.9405,2.676577568054199,4
159,5,0.902,0.794,0.9405,3.460068941116333,3
160,5,0.924,0.794,0.9405,2.83298921585083,2
161,5,0.824,0.794,0.9405,2.345435619354248,0
162,5,0.881,0.794,0.9405,2.7124369144439697,3
163,5,0.914,0.794,0.9405,1.927182912826538,0
164,5,0.848,0.794,0.9405,2.9193079471588135,9
165,5,0.616,0.794,0.9405,2.730989456176758,3
166,5,0.76,0.794,0.9405,2.687525987625122,5
167,5,0.638,0.794,0.9405,3.019832134246826,1
168,5,0.935,0.794,0.9405,2.620453357696533,5
169,6,0.918,0.794,0.9405,2.8214452266693115,0
170,5,0.848,0.794,0.9405,2.2343249320983887,0
171,5,0.761,0.794,0.9405,2.726426839828491,1
172,5,0.7,0.794,0.9405,2.956538438796997,5
173,5,0.799,0.794,0.9405,3.1227481365203857,2
174,5,0.88,0.794,0.9405,2.5414059162139893,3
175,5,0.919,0.794,0.9405,3.019559621810913,1
176,5,0.768,0.794,0.9405,2.3194925785064697,1
177,6,0.892,0.794,0.9405,2.600806474685669,11
178,5,0.884,0.794,0.9405,1.6933000087738037,1
179,6,0.922,0.794,0.9405,1.7667150497436523,0
180,5,0.924,0.794,0.9405,1.9440006017684937,6
181,5,0.906,0.794,0.9405,2.3843228816986084,0
182,7,0.931,0.794,0.9405,2.3177666664123535,5
183,5,0.777,0.794,0.9405,2.2890336513519287,0
184,5,0.886,0.794,0.9405,2.6925108432769775,10
185,5,0.601,0.794,0.9405,2.23295521736145,7
186,5,0.789,0.794,0.9405,1.8367999792099,5
187,5,0.546,0.794,0.9405,2.1057281494140625,8
188,5,0.706,0.794,0.9405,1.9087631702423096,4
189,5,0.484,0.794,0.9405,1.5276132822036743,30
190,5,0.541,0.794,0.9405,1.4071288108825684,3
191,5,0.81,0.794,0.9405,1.2803324460983276,17
192,6,0.89,0.794,0.9405,1.1591824293136597,33
193,5,0.557,0.794,0.9405,1.1742581129074097,43
194,5,0.909,0.794,0.9405,1.091840147972107,530
195,5,0.688,0.794,0.9405,0.8738896250724792,549
196,4,0.718,0.794,0.9405,0.8738896250724792,264
