Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.731,0.55,0.7312,3.349137544631958,2
2,5,0.465,0.55,0.7312,2.9576356410980225,5
3,6,0.893,0.55,0.8931,2.587639093399048,4
4,6,0.878,0.55,0.8931,3.035498857498169,2
5,5,0.441,0.55,0.8931,2.3730146884918213,2
6,5,0.443,0.55,0.8931,2.591893196105957,7
7,5,0.882,0.55,0.8931,2.8602447509765625,0
8,5,0.464,0.55,0.8931,3.1532068252563477,0
9,5,0.849,0.55,0.8931,2.909116744995117,1
10,6,0.874,0.55,0.8931,2.404097080230713,4
11,5,0.87,0.55,0.8931,2.6656742095947266,1
12,5,0.856,0.55,0.8931,3.299626588821411,4
13,5,0.866,0.55,0.8931,2.8853232860565186,0
14,5,0.804,0.55,0.8931,2.3966362476348877,1
15,5,0.896,0.55,0.8956,2.372478723526001,0
16,5,0.906,0.55,0.9055,2.054900646209717,2
17,5,0.887,0.55,0.9055,1.9328492879867554,9
18,7,0.896,0.55,0.9055,3.073523998260498,0
19,5,0.892,0.55,0.9055,3.0563244819641113,4
20,5,0.474,0.55,0.9055,2.7862260341644287,3
21,5,0.897,0.55,0.9055,3.0060510635375977,6
22,6,0.895,0.55,0.9055,2.688659429550171,2
23,5,0.904,0.55,0.9055,2.103440761566162,0
24,5,0.914,0.55,0.9136,3.519028902053833,2
25,5,0.906,0.55,0.9136,2.811866283416748,1
26,7,0.805,0.55,0.9136,2.636967897415161,0
27,5,0.46,0.55,0.9136,2.1283020973205566,0
28,5,0.451,0.55,0.9136,2.8348891735076904,2
29,6,0.846,0.55,0.9136,3.177180051803589,1
30,6,0.88,0.55,0.9136,3.157240629196167,4
31,5,0.441,0.55,0.9136,2.690279483795166,9
32,5,0.867,0.55,0.9136,3.3490614891052246,2
33,5,0.884,0.55,0.9136,2.834857225418091,0
34,6,0.844,0.55,0.9136,2.1189873218536377,2
35,5,0.477,0.55,0.9136,2.6171300411224365,1
36,5,0.857,0.55,0.9136,2.3479111194610596,0
37,6,0.873,0.55,0.9136,2.526273488998413,6
38,5,0.872,0.55,0.9136,2.6637637615203857,4
39,5,0.46,0.55,0.9136,2.8608572483062744,4
40,6,0.866,0.55,0.9136,2.8114006519317627,0
41,5,0.442,0.55,0.9136,2.078972101211548,3
42,7,0.85,0.55,0.9136,2.7582314014434814,9
43,5,0.84,0.55,0.9136,2.8112592697143555,1
44,5,0.489,0.55,0.9136,2.5171663761138916,1
45,5,0.814,0.55,0.9136,2.7634801864624023,1
46,6,0.878,0.55,0.9136,3.4002866744995117,0
47,5,0.897,0.55,0.9136,3.4201443195343018,3
48,5,0.811,0.55,0.9136,2.346675157546997,4
49,5,0.838,0.55,0.9136,2.6149535179138184,6
50,5,0.888,0.55,0.9136,3.201000690460205,3
51,5,0.597,0.55,0.9136,2.541773557662964,12
52,5,0.901,0.55,0.9136,2.322946548461914,3
53,5,0.877,0.55,0.9136,2.4209036827087402,0
54,6,0.878,0.55,0.9136,3.664386034011841,2
55,5,0.808,0.55,0.9136,2.517324447631836,2
56,5,0.882,0.55,0.9136,2.4683380126953125,1
57,5,0.855,0.55,0.9136,2.3459692001342773,0
58,5,0.822,0.55,0.9136,3.421957015991211,0
59,5,0.857,0.55,0.9136,2.981694459915161,0
60,7,0.844,0.55,0.9136,2.5677273273468018,4
61,5,0.831,0.55,0.9136,2.9831178188323975,4
62,5,0.887,0.55,0.9136,2.567992925643921,3
63,5,0.894,0.55,0.9136,2.8102283477783203,3
64,5,0.788,0.55,0.9136,2.3955788612365723,0
65,6,0.849,0.55,0.9136,2.2213315963745117,0
66,5,0.648,0.55,0.9136,2.103518486022949,2
67,5,0.862,0.55,0.9136,3.17718505859375,0
68,7,0.911,0.55,0.9136,2.061481237411499,0
69,5,0.692,0.55,0.9136,3.153012275695801,5
70,5,0.906,0.55,0.9136,3.1739487648010254,1
71,5,0.83,0.55,0.9136,2.56638503074646,1
72,9,0.908,0.55,0.9136,2.322157144546509,3
73,6,0.857,0.55,0.9136,2.6071114540100098,0
74,5,0.899,0.55,0.9136,2.542940616607666,0
75,5,0.846,0.55,0.9136,1.9328588247299194,1
76,5,0.795,0.55,0.9136,2.7597994804382324,7
77,9,0.875,0.55,0.9136,2.4284582138061523,1
78,5,0.872,0.55,0.9136,2.5898144245147705,5
79,5,0.779,0.55,0.9136,2.661412477493286,1
80,5,0.894,0.55,0.9136,2.8310697078704834,1
81,5,0.517,0.55,0.9136,2.751709461212158,1
82,5,0.799,0.55,0.9136,2.856229543685913,1
83,6,0.898,0.55,0.9136,2.62320613861084,1
84,5,0.756,0.55,0.9136,2.297093391418457,5
85,5,0.869,0.55,0.9136,2.9454543590545654,4
86,5,0.744,0.55,0.9136,3.1447410583496094,3
87,5,0.837,0.55,0.9136,2.220672130584717,0
88,5,0.598,0.55,0.9136,3.11558198928833,0
89,5,0.9,0.55,0.9136,2.391698122024536,1
90,5,0.888,0.55,0.9136,3.3562889099121094,0
91,5,0.865,0.55,0.9136,3.235570192337036,0
92,5,0.89,0.55,0.9136,2.170175313949585,0
93,5,0.899,0.55,0.9136,2.8425896167755127,2
94,5,0.859,0.55,0.9136,2.8413748741149902,0
95,6,0.846,0.55,0.9136,2.626988410949707,7
96,5,0.871,0.55,0.9136,3.2397208213806152,5
97,5,0.871,0.55,0.9136,2.412224531173706,2
98,5,0.751,0.55,0.9136,1.871241807937622,0
99,6,0.839,0.55,0.9136,2.6104516983032227,2
100,7,0.891,0.55,0.9136,2.6976306438446045,3
101,6,0.89,0.55,0.9136,2.3403611183166504,4
102,8,0.894,0.55,0.9136,2.408708095550537,0
103,7,0.901,0.55,0.9136,2.570852518081665,1
104,7,0.896,0.55,0.9136,3.149259090423584,0
105,8,0.872,0.55,0.9136,2.578251838684082,5
106,5,0.871,0.55,0.9136,3.234353542327881,2
107,5,0.428,0.55,0.9136,2.5411269664764404,2
108,5,0.886,0.55,0.9136,2.7114343643188477,6
109,5,0.706,0.55,0.9136,2.0289034843444824,2
110,5,0.871,0.55,0.9136,2.388784885406494,0
111,5,0.895,0.55,0.9136,2.2491040229797363,0
112,5,0.86,0.55,0.9136,2.311312675476074,2
113,5,0.582,0.55,0.9136,2.0262434482574463,9
114,6,0.85,0.55,0.9136,3.4928629398345947,0
115,9,0.865,0.55,0.9136,2.3102219104766846,2
116,7,0.887,0.55,0.9136,1.595950722694397,0
