Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,5,0.375,0.55,0.3751,3.275221586227417,0
2,5,0.246,0.55,0.3751,2.15212082862854,3
3,5,0.078,0.55,0.3751,2.8583641052246094,5
4,5,0.226,0.55,0.3751,2.9566214084625244,0
5,5,0.211,0.55,0.3751,2.466527223587036,8
6,5,0.079,0.55,0.3751,2.5656161308288574,1
7,5,0.387,0.55,0.3868,2.0293235778808594,3
8,5,0.226,0.55,0.3868,2.756612539291382,3
9,5,0.538,0.55,0.5383,1.8322505950927734,4
10,5,0.125,0.55,0.5383,3.068394184112549,0
11,5,0.066,0.55,0.5383,2.9913642406463623,5
12,6,0.85,0.55,0.85,3.325800657272339,9
13,5,0.103,0.55,0.85,2.723784923553467,0
14,5,0.281,0.55,0.85,2.5798468589782715,1
15,5,0.209,0.55,0.85,2.6040754318237305,0
16,5,0.091,0.55,0.85,2.4328229427337646,3
17,5,0.052,0.55,0.85,3.3539421558380127,11
18,5,0.216,0.55,0.85,2.73647141456604,2
19,5,0.317,0.55,0.85,2.767138957977295,3
20,5,0.52,0.55,0.85,2.9997096061706543,4
21,5,0.898,0.55,0.898,2.2219622135162354,1
22,5,0.299,0.55,0.898,2.484896421432495,1
23,5,0.063,0.55,0.898,2.764490842819214,1
24,5,0.184,0.55,0.898,2.1850907802581787,9
25,5,0.496,0.55,0.898,2.3919332027435303,1
26,5,0.894,0.55,0.898,2.5872702598571777,0
27,5,0.52,0.55,0.898,3.132155179977417,1
28,5,0.298,0.55,0.898,2.767860174179077,1
29,5,0.403,0.55,0.898,2.6548662185668945,0
30,5,0.388,0.55,0.898,3.011296272277832,0
31,5,0.349,0.55,0.898,3.3762176036834717,0
32,5,0.105,0.55,0.898,2.825773000717163,6
33,5,0.441,0.55,0.898,2.457195997238159,5
34,5,0.115,0.55,0.898,3.4831383228302,1
35,5,0.496,0.55,0.898,1.8052358627319336,4
36,5,0.11,0.55,0.898,2.780135154724121,0
37,5,0.169,0.55,0.898,2.416741371154785,1
38,5,0.607,0.55,0.898,2.295387029647827,0
39,5,0.677,0.55,0.898,2.9732861518859863,4
40,6,0.572,0.55,0.898,2.3953464031219482,1
41,5,0.429,0.55,0.898,2.8844001293182373,1
42,5,0.498,0.55,0.898,2.852210521697998,3
43,5,0.342,0.55,0.898,2.6847825050354004,5
44,5,0.194,0.55,0.898,2.7353618144989014,4
45,5,0.424,0.55,0.898,2.204375982284546,0
46,5,0.062,0.55,0.898,3.2983899116516113,1
47,5,0.413,0.55,0.898,2.6473140716552734,1
48,5,0.734,0.55,0.898,2.26926326751709,1
49,5,0.561,0.55,0.898,2.2468435764312744,1
50,5,0.291,0.55,0.898,3.212498903274536,0
51,6,0.621,0.55,0.898,2.557652235031128,0
52,5,0.468,0.55,0.898,1.8688634634017944,0
53,5,0.476,0.55,0.898,2.6123509407043457,1
54,5,0.602,0.55,0.898,2.7994070053100586,0
55,5,0.156,0.55,0.898,2.310107946395874,1
56,5,0.821,0.55,0.898,2.507831573486328,1
57,5,0.546,0.55,0.898,2.4563450813293457,1
58,5,0.091,0.55,0.898,2.3860867023468018,2
59,5,0.497,0.55,0.898,2.451545476913452,1
60,5,0.82,0.55,0.898,2.326630115509033,0
61,5,0.488,0.55,0.898,2.8797407150268555,1
62,5,0.101,0.55,0.898,3.167144298553467,0
63,5,0.745,0.55,0.898,1.959368109703064,0
64,5,0.412,0.55,0.898,2.578321933746338,1
65,5,0.24,0.55,0.898,3.2903800010681152,1
66,6,0.817,0.55,0.898,1.9927889108657837,0
67,5,0.554,0.55,0.898,1.8292934894561768,3
68,5,0.876,0.55,0.898,1.9867565631866455,11
69,5,0.484,0.55,0.898,2.3914246559143066,0
70,5,0.259,0.55,0.898,2.372591972351074,1
71,5,0.488,0.55,0.898,3.0040628910064697,0
72,5,0.717,0.55,0.898,2.5190556049346924,2
73,5,0.58,0.55,0.898,3.133795738220215,0
74,5,0.486,0.55,0.898,2.449049711227417,1
75,5,0.236,0.55,0.898,2.20416522026062,1
76,5,0.145,0.55,0.898,2.366135835647583,0
77,5,0.623,0.55,0.898,3.187939405441284,0
78,5,0.41,0.55,0.898,2.157625675201416,3
79,6,0.9,0.55,0.9,2.27333927154541,0
80,7,0.867,0.55,0.9,2.3221797943115234,0
81,5,0.746,0.55,0.9,1.7402136325836182,0
82,6,0.727,0.55,0.9,1.6139483451843262,0
83,5,0.869,0.55,0.9,1.2621362209320068,0
84,5,0.674,0.55,0.9,1.0113211870193481,0
85,5,0.594,0.55,0.9,0.7608222961425781,0
86,10,0.83,0.55,0.9,0.45056241750717163,0
87,12,0.897,0.55,0.9,0.25880441069602966,0
88,5,0.817,0.55,0.9,0.1928957849740982,11
89,5,0.822,0.55,0.9,0.14126810431480408,0
90,5,0.817,0.55,0.9,0.1351449340581894,3
91,20,0.885,0.55,0.9,0.07912754267454147,3
92,19,0.885,0.55,0.9,0.10027903318405151,4
93,5,0.896,0.55,0.9,0.18492574989795685,4
94,20,0.75,0.55,0.9,0.212847501039505,29
95,5,0.584,0.55,0.9,0.4600988030433655,20
96,8,0.657,0.55,0.9,0.5269380211830139,61
97,1,0.032,0.55,0.9,0.5269380211830139,5
