sequence_per_episode,accuracy_per_episode,latency_per_episode,reward_per_episode,avg_reward_per_episode,loss,play_counts,min_max,best_so_far
"[[ 5 38 20 47 47  1 48 43 12 32 24 27 14 43 30 36 43 24  8 49  0  0  0  0
   0  0  0  0  0  0  0]]",0.4440000057220459,842.6380004882812,0.1581,0.5079375,2.9022252559661865,8,"[0.55, 0.89]","(0.89, 247.84, 0.89)"
"[[ 9 46 40 15 43 36  3  3 35 39 47 48 27 32 44 42 46 19  1 25 36 29 31 37
  48 27  1 14 40 46 26]]",0.40700000524520874,693.7550048828125,0.176,0.27978000000000003,3.22520112991333,5,"[0.55, 0.779]","(0.89, 247.84, 0.89)"
"[[40 17 43  7 35 31 14 48  8 37 17 29  1 25 16 36 15 49  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.8619999885559082,805.7789916992188,0.3209,0.2091,2.8839147090911865,5,"[0.55, 0.3521]","(0.89, 247.84, 0.89)"
"[[27 17 10 12 46 21 44 40 41 35 11 41  3 41 14  3 36  9 29 39 38 47 48 16
  10 49  0  0  0  0  0]]",0.40700000524520874,891.2659912109375,0.137,0.4193,3.137134552001953,6,"[0.55, 0.87]","(0.89, 247.84, 0.89)"
"[[17  4 32  8  1  2  8  2 12 47 28 21 23  1 43 32  1 42 22 20 21 44  1 27
  32 24 49  0  0  0  0]]",0.4009999930858612,870.2410278320312,0.1382,0.44878,2.4705874919891357,5,"[0.55, 0.897]","(0.897, 248.221, 0.897)"
"[[ 9 45 20 43 28 27 14 47  4 39 10 17  6  2 25 47  1 36 45 13  1 14 10 46
   4 14 10 33 36  3 26]]",0.40799999237060547,528.7869873046875,0.2315,0.30318,3.0076959133148193,5,"[0.55, 0.6335]","(0.897, 248.221, 0.897)"
"[[ 1 15 14 12 16 43 27 10 27  1  2 41 12 20 45 30 33 47 45 41 13 35 41 16
  48 23  2 16 45 12 22]]",0.4099999964237213,943.9990234375,0.1303,0.4578333333333333,3.116816759109497,6,"[0.55, 0.888]","(0.897, 248.221, 0.897)"
"[[16 22 41 48 13 27 32 47 41 26 11 38 45 48  7 39 29 28 44 45 18 23 49  0
   0  0  0  0  0  0  0]]",0.40700000524520874,992.7509765625,0.123,0.22136,2.665585517883301,5,"[0.55, 0.41]","(0.897, 248.221, 0.897)"
"[[28 44 10 15 39 27 43  5 48 42 20 40  9 36 38  1 22 21 32 47 18 19  8 13
   9 46 15 29 39 44 38]]",0.4099999964237213,1054.2249755859375,0.123,0.24616000000000002,3.786771297454834,5,"[0.55, 0.441]","(0.897, 248.221, 0.897)"
"[[21 21 10 37 33 21 13 39 44 33 49  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40299999713897705,985.6420288085938,0.1227,0.3018,2.493455171585083,5,"[0.55, 0.451]","(0.897, 248.221, 0.897)"
"[[24 41 21  1 27 45  8 25 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40799999237060547,886.9290161132812,0.138,0.30938,2.8575942516326904,5,"[0.55, 0.8017]","(0.897, 248.221, 0.897)"
"[[17  4 36 16  2 21 23 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.4090000092983246,965.4229736328125,0.1271,0.325,2.467972993850708,5,"[0.55, 0.874]","(0.897, 248.221, 0.897)"
"[[13 23 34 19 30 46 31 20 29 34  1  9 41 30 32  3  1  6 20  6 17 21 46 18
  23  2 49  0  0  0  0]]",0.40299999713897705,1122.5439453125,0.1209,0.17784,2.861409902572632,5,"[0.55, 0.2853]","(0.897, 248.221, 0.897)"
"[[19 34 40 10 41 27  5 12 11 11 28 18 18 17  9 21 33 13 42 13 38 18 24  6
  49  0  0  0  0  0  0]]",0.40400001406669617,902.9559936523438,0.1342,0.2577333333333333,2.7300455570220947,6,"[0.55, 0.7956]","(0.897, 248.221, 0.897)"
"[[27 13 24  1 29 17  2  4 37  6  1 49  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.41100001335144043,886.5999755859375,0.1391,0.2689333333333333,3.1151416301727295,6,"[0.55, 0.839]","(0.897, 248.221, 0.897)"
"[[16 21 42 22 38 19 42 24 24 16 24 35 30 20 33 42 26 11  7 21 39 48 13  3
  23 48 41 10 43 48 49]]",0.40299999713897705,1048.35205078125,0.1209,0.38071666666666665,2.5072312355041504,6,"[0.55, 0.863]","(0.897, 248.221, 0.897)"
"[[ 4 11 35 26 17  4 25  8 27 35 29 40 12 15 37 38 22 43 19 11  5 27 29 16
  35 24  9  3 27 35  1]]",0.8949999809265137,517.2650146484375,0.5191,0.44082,2.7879655361175537,5,"[0.55, 0.825]","(0.897, 248.221, 0.897)"
"[[19 13 45 42 26 14 31 20 47 31 12 17 45 27 49  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.41100001335144043,835.6909790039062,0.1475,0.25549999999999995,3.0313773155212402,5,"[0.55, 0.704]","(0.897, 248.221, 0.897)"
"[[21 37 32 12 11 17  3  8  6 46 35 38 25 30 46 49  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40700000524520874,969.1339721679688,0.126,0.28956,2.274834394454956,5,"[0.55, 0.862]","(0.897, 248.221, 0.897)"
