sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[4, 6, 18, 40, 9, 15, 27, 35, 45, 2, 49]",0.902999997138977,60.95500183105469,0.9433,0.9629629850387573
"[32, 6, 42, 45, 6, 5, 2, 27, 11, 19, 49]",0.8999999761581421,59.183998107910156,0.943,0.8773148059844971
"[32, 26, 28, 31, 10, 6, 32, 42, 39, 30, 8, 1, 44, 10, 24, 49]",0.8930000066757202,54.80099868774414,0.9424,0.8530092835426331
