sequence,nas_accuracy,nas_latency,nas_reward,trained_accuracy
"[10, 8, 18, 8, 5, 15, 47, 13, 49]",0.8970000147819519,65.24400329589844,0.9396,0.5543981194496155
"[10, 10, 10, 9, 2, 44, 25, 19, 1, 3, 36, 49]",0.8970000147819519,67.53199768066406,0.9387,0.6400462985038757
"[42, 34, 41, 2, 43, 14, 8, 33, 43, 11, 2, 29, 4, 38, 43, 43, 49]",0.8960000276565552,66.68000030517578,0.9387,0.8101851940155029
