sequence_per_episode,accuracy_per_episode,latency_per_episode,reward_per_episode,avg_reward_per_episode,loss,play_counts,min_max,best_so_far
"[[15 20 27  4 33 33 12 21 15 10  8  4 49  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40400001406669617,853.4229736328125,0.46,0.6660499999999999,3.0752522945404053,6,"[0.55, 0.9201]","(0.866, 88.018, 0.9201)"
"[[ 4 30 17 26 20 40 47 39 48 45 21  2 38 35 20 43  1 43 21 15 21 27 35  8
  27  6 22 27 43 29 46]]",0.8859999775886536,936.6749877929688,0.5873,0.5917,2.2022156715393066,6,"[0.6660499999999999, 0.8593]","(0.866, 88.018, 0.9201)"
"[[20  7  2 38 39  3 28 10 16 30 26 34 26  2  4 21 42  1  2 18 44 29 44 15
  40 27  6 47 28 10 18]]",0.4099999964237213,612.7730102539062,0.5582,0.7316,2.5675699710845947,5,"[0.6660499999999999, 0.9222]","(0.878, 92.879, 0.9222)"
"[[36 10 43 39 18 21 18  3 20 13 23 44 33 43 15 25 49  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.5669999718666077,541.2109985351562,0.6392,0.5944800000000001,2.2747600078582764,5,"[0.7316, 0.842]","(0.878, 92.879, 0.9222)"
"[[35 40 42  1  2 45 34 20  2 14 23 24 14 45 27 47 38 23 43 35 18 15 22 38
  29 29 36 22 36 39 38]]",0.4560000002384186,853.833984375,0.4771,0.54592,2.0803139209747314,5,"[0.7316, 0.8594]","(0.878, 92.879, 0.9222)"
"[[14 20 10  5 33 44 12 13  3  5  2 35 49  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.4869999885559082,475.00299072265625,0.639,0.5901400000000001,3.1281070709228516,5,"[0.7316, 0.8278]","(0.878, 92.879, 0.9222)"
"[[23 32 33 17 13 18 36 43  1 16 49  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40700000524520874,899.4340209960938,0.4426,0.53338,2.2735915184020996,5,"[0.7316, 0.8845]","(0.878, 92.879, 0.9222)"
"[[23  7 36 13 17  1  3 19 13 28 13 38 46 33 23 28 49  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40700000524520874,1001.822998046875,0.4023,0.6107166666666667,2.05886173248291,6,"[0.7316, 0.9148]","(0.878, 92.879, 0.9222)"
"[[37 13 46 37 10  5 30 49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.4099999964237213,812.8610229492188,0.4782,0.6194000000000001,3.054149866104126,5,"[0.7316, 0.913]","(0.878, 92.879, 0.9222)"
"[[38 31 12 41 21  3  6 23 42 22  5 44 48 32 17 10 10 33 49  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40799999237060547,422.71600341796875,0.6336,0.6753199999999999,1.6155071258544922,5,"[0.7316, 0.9358]","(0.883, 63.104, 0.9358)"
"[[17 25 47 10 33 12 28 32 40 28 49  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0]]",0.40700000524520874,856.14501953125,0.4599,0.5909000000000001,2.7616665363311768,5,"[0.7316, 0.8418]","(0.883, 63.104, 0.9358)"
"[[16 16 23 42 24 15 18  7 43 23 13  8 27 19 46 23 39  6 43 26 20 18 41 46
   7  3 13 13 16  4 24]]",0.40700000524520874,1232.5450439453125,0.4023,0.47572000000000003,2.494377374649048,5,"[0.7316, 0.6264]","(0.883, 63.104, 0.9358)"
"[[25 27 15  9 48 37 28 20 17  2 20 25 32 10 35 25 44 17  8 20 19 15 29  3
  42 45 23 42  6 32 46]]",0.41100001335144043,972.0960083007812,0.4148,0.62422,2.104313373565674,5,"[0.7316, 0.8946]","(0.883, 63.104, 0.9358)"
