Episode,Plays:,Max reward,reward_min,Best reward:,Loss,Invalids
1,6,0.92,0.666,0.9201,3.0752522945404053,1
2,6,0.859,0.666,0.9201,2.2022156715393066,2
3,5,0.922,0.732,0.9222,2.5675699710845947,3
4,5,0.842,0.732,0.9222,2.2747600078582764,5
5,5,0.859,0.732,0.9222,2.0803139209747314,2
6,5,0.828,0.732,0.9222,3.1281070709228516,0
7,5,0.884,0.732,0.9222,2.2735915184020996,0
8,6,0.915,0.732,0.9222,2.05886173248291,0
9,5,0.913,0.732,0.9222,3.054149866104126,2
10,5,0.936,0.732,0.9358,1.6155071258544922,1
11,5,0.842,0.732,0.9358,2.7616665363311768,6
12,5,0.626,0.732,0.9358,2.494377374649048,3
13,5,0.895,0.732,0.9358,2.104313373565674,5
14,5,0.858,0.732,0.9358,2.470120906829834,0
15,5,0.91,0.732,0.9358,2.9823365211486816,1
16,5,0.862,0.732,0.9358,3.3242135047912598,1
17,5,0.702,0.732,0.9358,3.1534337997436523,2
18,5,0.499,0.732,0.9358,2.615971565246582,1
19,6,0.842,0.732,0.9358,2.6482994556427,0
20,5,0.891,0.732,0.9358,2.908267021179199,0
21,5,0.842,0.732,0.9358,2.811079978942871,0
22,7,0.927,0.732,0.9358,1.8175938129425049,1
23,6,0.886,0.732,0.9358,2.810826063156128,4
24,5,0.782,0.732,0.9358,1.7857353687286377,1
25,5,0.744,0.732,0.9358,2.22621488571167,2
26,7,0.916,0.732,0.9358,2.3754026889801025,4
27,8,0.924,0.732,0.9358,2.7801828384399414,4
28,6,0.924,0.732,0.9358,2.2216789722442627,2
29,5,0.838,0.732,0.9358,2.103299856185913,3
30,5,0.899,0.732,0.9358,3.2019264698028564,6
31,5,0.92,0.732,0.9358,2.0555219650268555,1
32,5,0.719,0.732,0.9358,2.49302339553833,2
33,6,0.937,0.732,0.9369,2.261603593826294,7
34,5,0.503,0.732,0.9369,3.4460723400115967,0
35,5,0.675,0.732,0.9369,1.9813324213027954,3
36,5,0.836,0.732,0.9369,2.49483060836792,4
37,6,0.908,0.732,0.9369,2.3036868572235107,0
